,Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
2902,3.0,6,1,105.0,8.4,0,375,510.0,0,210,5,7.3,4.999,1.983,1.835,2.922,550.0,Land Rover Range Rover 2021 3.0L SC V6 HSE (380 PS),42800.0,5,5
2903,5.0,8,2,82.0,10.3,0,380,515.0,0,250,5,5.7,5.252,2.105,1.456,3.157,520.0,Jaguar XJ 2021 5.0 V8 Portfolio,42900.0,5,5
2904,3.0,6,1,75.0,7.8,0,325,450.0,0,265,4,5.5,5.049,1.937,1.423,2.95,500.0,Porsche Panamera 2021 3.0L 4,43000.0,5,5
2905,4.2,8,2,86.0,14.3,0,405,460.0,0,285,4,5.2,4.881,2.056,1.353,2.942,260.0,Maserati GranTurismo 2021 Base,43000.0,5,5
2906,5.0,8,1,84.0,11.7,2,438,520.0,0,220,5,5.5,5.08,1.874,1.476,2.969,368.0,Lexus LS 2021 600h F-Sport (SWB),43000.0,5,5
2907,3.0,6,2,64.0,8.9,0,450,530.0,0,308,4,3.7,4.519,1.852,1.3,2.45,132.0,Porsche 911 2021 Carrera S,43300.0,5,5
2908,3.0,6,2,80.0,10.5,0,430,580.0,0,285,5,5.1,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 S GranLusso,43500.0,5,5
2909,3.0,6,2,80.0,10.5,0,430,580.0,0,285,5,5.1,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 S GranSport,43500.0,5,5
2910,5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Prestige,43500.0,5,5
2911,3.0,6,1,105.0,10.7,0,335,450.0,0,210,5,7.4,4.999,1.983,1.835,2.922,550.0,Land Rover Range Rover 2021 3.0L SC V6 Vogue (340 PS),43500.0,5,5
2912,3.0,6,1,67.0,9.2,0,385,450.0,0,289,2,4.4,4.519,1.852,1.298,2.45,132.0,Porsche 911 2021 Carrera 4 Cabriolet ,43800.0,5,5
2913,3.4,6,1,68.0,8.7,0,350,390.0,1,280,4,5.0,4.491,1.852,1.298,2.45,125.0,Porsche 911 2021 Targa 4,43800.0,5,5
2914,3.4,6,1,68.0,8.7,0,350,390.0,1,280,4,5.0,4.491,1.852,1.298,2.45,125.0,Porsche 911 2021 Targa 4,43800.0,5,5
2915,3.0,6,1,75.0,7.9,0,325,450.0,0,259,5,5.5,5.049,1.99,1.428,2.95,520.0,Porsche Panamera Sport Turismo 2021 3.0L 4,43900.0,5,5
2916,3.0,6,1,70.0,8.4,0,320,450.0,0,250,4,5.4,4.894,1.894,1.365,2.855,300.0,BMW 6 Series Convertible 2021 640i xDrive,44000.0,5,5
2917,3.0,6,1,104.0,10.5,0,375,450.0,0,209,5,7.2,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 3.0L SC V6 Autobiography Dynamic (380 PS),44000.0,5,5
2918,3.0,6,2,70.0,8.6,0,397,460.0,0,275,2,4.9,4.482,1.923,1.308,2.622,207.0,Jaguar F-Type Convertible 2021 3.0L V6 400 Sport (400 PS),44000.0,5,5
2919,5.5,8,1,93.0,11.8,0,557,700.0,0,250,5,4.3,4.819,1.935,1.796,2.915,690.0,Mercedes-Benz GLE 63 AMG 2021 5.5L 4MATIC,44000.0,5,5
2920,4.4,8,2,70.0,8.8,0,450,650.0,0,250,4,4.6,4.897,2.106,1.374,2.854,460.0,BMW 6 Series Coupe 2021 650i,45000.0,5,5
2921,4.4,8,2,70.0,8.8,0,450,650.0,0,250,4,4.6,5.008,1.894,1.392,2.969,460.0,BMW 6 Series Gran Coupe 2021 650i,45000.0,5,5
2922,3.0,6,2,80.0,9.6,0,430,580.0,0,285,5,5.1,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.0T V6 S,45000.0,5,5
2923,3.0,6,1,105.0,9.3,0,400,550.0,0,225,5,6.3,4.999,1.983,1.835,2.922,550.0,Land Rover Range Rover 2021 3.0L V6 Vogue MHEV (400 PS),45000.0,5,5
2924,4.7,8,2,65.0,9.0,0,455,700.0,0,250,2,4.3,4.617,2.099,1.315,2.585,485.0,Mercedes-Benz SL-Class 2021 SL 500,45300.0,5,5
2925,3.0,6,1,80.0,10.5,0,410,550.0,0,285,5,4.9,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 S Q4 GranLusso,45500.0,5,5
2926,3.0,6,1,80.0,10.5,0,410,550.0,0,285,5,4.9,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 S Q4 GranSport,45500.0,5,5
2927,3.0,6,1,67.0,8.9,0,450,530.0,0,306,4,3.6,4.519,1.852,1.3,2.45,132.0,Porsche 911 2021 Carrera 4S ,46000.0,5,5
2928,3.0,6,1,80.0,10.5,0,410,550.0,0,285,5,4.9,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 S Q4,46000.0,5,5
2929,3.0,6,1,104.0,10.7,0,335,450.0,0,209,5,7.4,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 3.0L SC V6 Vogue LWB (340 PS),46000.0,5,5
2930,3.0,6,1,104.0,10.7,0,335,450.0,0,209,5,7.4,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 3.0L SC V6 Vogue LWB (340 PS),46000.0,5,5
2931,3.0,6,1,75.0,7.9,0,325,450.0,0,265,4,5.5,5.199,1.937,1.428,3.1,500.0,Porsche Panamera 2021 3.0L 4 Executive,46400.0,5,5
2932,4.6,8,2,84.0,12.3,0,382,493.0,0,250,5,6.7,5.21,1.875,1.48,3.091,510.0,Lexus LS 2021 460 Platinum (LWB),46500.0,5,5
2933,5.0,8,2,72.0,11.1,0,545,680.0,0,300,2,4.2,4.47,2.042,1.321,2.622,407.0,Jaguar F-Type Coupe 2021 5.0L V8 R,46900.0,5,5
2934,5.0,8,2,82.0,12.3,0,471,540.0,0,270,4,4.4,4.759,1.92,1.346,2.87,197.0,Lexus LC 500 2021 5.0L V8 Carbon,46900.0,5,5
2935,3.0,6,1,104.0,10.7,0,375,450.0,0,209,5,7.3,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 3.0L SC V6 Vogue LWB (380 PS),47300.0,5,5
2936,5.5,8,1,93.0,11.8,0,585,760.0,0,250,5,4.2,4.819,1.935,1.796,2.915,690.0,Mercedes-Benz GLE-Class 2021 GLE 63 S 4MATIC,47500.0,5,5
2937,5.7,8,1,138.0,15.7,0,362,530.0,0,220,8,7.7,5.065,1.98,1.91,2.85,259.0,Lexus LX 2021 570 Platinum,47500.0,5,5
2938,3.0,6,2,67.0,9.1,0,450,530.0,0,306,2,3.9,4.519,1.852,1.299,2.45,132.0,Porsche 911 2021 Carrera S Cabriolet ,47600.0,5,5
2939,4.0,8,1,65.0,9.8,0,560,700.0,0,250,5,3.9,5.012,2.139,1.419,2.915,535.0,Audi RS7 2021 4.0 TFSI quattro (560 HP),47800.0,5,5
2940,4.0,8,1,82.0,9.6,0,520,650.0,0,250,5,4.1,5.147,2.111,1.458,2.994,520.0,Audi S8 2021 4.0 TFSI quattro (520 HP),47800.0,5,5
2941,5.0,8,1,104.0,12.8,0,525,625.0,0,250,5,5.3,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS),47900.0,5,5
2942,4.4,8,2,70.0,9.1,0,450,650.0,0,250,4,4.6,4.894,1.894,1.365,2.855,300.0,BMW 6 Series Convertible 2021 650i,48000.0,5,5
2943,2.9,6,1,80.0,2.5,2,462,700.0,0,278,4,4.6,5.049,1.937,1.423,2.95,500.0,Porsche Panamera 2021 4 E-Hybrid,48100.0,5,5
2944,3.0,6,2,64.0,8.3,0,450,550.0,0,310,2,3.7,4.528,1.852,1.284,2.45,125.0,Porsche 911 2021 Carrera GTS ,48800.0,5,5
2945,5.0,8,2,72.0,11.1,0,490,625.0,0,300,2,4.3,4.47,2.042,1.319,2.622,196.0,Jaguar F-Type Convertible 2021 5.0L V8 R,48900.0,5,5
2946,5.0,8,2,72.0,11.1,0,490,625.0,0,300,2,4.3,4.47,2.042,1.319,2.622,196.0,Jaguar F-Type Convertible 2021 5.0L V8 R,48900.0,5,5
2947,5.0,8,2,82.0,11.1,0,470,575.0,0,250,5,5.2,5.255,1.899,1.46,3.157,520.0,Jaguar XJ 2021 5.0 V8 SC Portfolio LWB,48900.0,5,5
2948,5.0,8,2,82.0,11.1,0,510,625.0,0,250,5,5.2,5.255,1.899,1.46,3.157,520.0,Jaguar XJ 2021 5.0 V8 SC Autobiography LWB,48900.0,5,5
2949,4.7,8,2,86.0,15.5,0,460,520.0,0,299,4,4.8,4.881,2.056,1.353,2.942,260.0,Maserati GranTurismo 2021 4.7L V8 Sport,49000.0,5,5
2950,2.9,6,1,80.0,2.5,2,462,700.0,0,275,5,4.6,5.049,1.99,1.428,2.95,425.0,Porsche Panamera Sport Turismo 2021 4 E-Hybrid,49000.0,5,5
2951,5.0,8,2,80.0,11.1,0,570,700.0,0,300,5,4.4,5.13,1.899,1.46,3.032,520.0,Jaguar XJ 2021 5.0L SC R SWB (575 PS),49200.0,5,5
2952,3.0,6,2,80.0,9.1,0,335,450.0,0,250,5,5.9,5.255,1.899,1.46,3.175,520.0,Jaguar XJ 2021 3.0L SC Autobiography LWB (340 PS),49200.0,5,5
2953,4.7,8,2,80.0,9.1,0,455,700.0,0,250,5,4.8,5.116,1.799,1.496,3.035,510.0,Mercedes-Benz S-Class 2021 S 500,49300.0,5,5
2954,4.4,8,1,70.0,9.3,0,450,650.0,0,250,4,4.4,4.897,2.106,1.374,2.854,460.0,BMW 6 Series Coupe 2021 650i xDrive,50000.0,5,5
2955,4.4,8,2,78.0,8.3,0,450,650.0,0,250,5,4.7,5.238,1.902,1.485,3.21,515.0,BMW 7 Series 2021 750Li,50000.0,5,5
2956,4.7,8,2,75.0,14.5,0,460,520.0,0,285,4,5.2,4.881,2.056,1.353,2.942,173.0,Maserati GranCabrio 2021 Base,50000.0,5,5
2957,0.0,10,2,70.0,13.2,0,640,814.0,1,345,2,3.8,4.463,1.941,1.246,2.51,414.0,Dodge Viper 2021 8.4L GTS,50000.0,5,5
2958,5.0,8,1,70.0,11.3,0,550,680.0,0,300,2,4.1,4.482,1.923,1.311,2.622,407.0,Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS),50300.0,5,5
2959,3.0,6,1,67.0,8.9,0,450,530.0,0,304,2,3.8,4.519,1.852,1.299,2.45,132.0,Porsche 911 2021 Carrera 4S Cabriolet ,50300.0,5,5
2960,3.8,6,1,68.0,9.2,0,400,440.0,1,280,4,4.6,4.491,1.852,1.291,2.45,125.0,Porsche 911 2021 Targa 4S,50300.0,5,5
2961,4.7,8,2,80.0,13.7,0,420,470.0,1,290,2,4.9,4.385,1.865,1.26,2.6,300.0,Aston Martin Vantage 2021 V8 M/T,50500.0,5,5
2962,4.7,8,2,80.0,13.7,0,420,470.0,1,290,2,4.9,4.385,1.865,1.26,2.6,300.0,Aston Martin Vantage 2021 V8 M/T,50500.0,5,5
2963,5.0,8,1,84.0,11.7,2,438,520.0,0,220,5,5.5,5.207,1.874,1.476,3.091,368.0,Lexus LS 2021 600h Platinum (LWB),50500.0,5,5
2964,2.9,6,1,80.0,2.5,2,462,700.0,0,278,4,4.6,5.199,1.937,1.428,3.1,500.0,Porsche Panamera 2021 4 E-Hybrid Executive,50600.0,5,5
2966,2.9,6,1,75.0,8.2,0,440,550.0,0,289,4,4.4,5.049,1.937,1.423,2.95,495.0,Porsche Panamera 2021 4S,50900.0,5,5
2967,4.4,8,1,70.0,9.4,0,450,650.0,0,250,4,4.4,5.008,1.894,1.392,2.969,460.0,BMW 6 Series Gran Coupe 2021 650i xDrive,51000.0,5,5
2968,5.0,8,2,80.0,11.1,0,465,575.0,0,250,5,5.2,5.255,1.899,1.46,3.175,520.0,Jaguar XJ 2021 5.0L SC Portfolio LWB (470 PS),51000.0,5,5
2969,5.0,8,2,80.0,11.1,0,545,700.0,0,300,5,4.4,5.255,1.899,1.46,3.157,520.0,Jaguar XJ 2021 5.0L SC R LWB (575 PS),51000.0,5,5
2970,4.0,8,1,66.0,9.1,0,612,850.0,0,250,5,3.4,4.993,1.907,1.46,2.939,540.0,Mercedes-Benz E 63 AMG 2021 S 4MATIC+,51000.0,5,5
2971,4.7,8,2,80.0,13.7,0,420,470.0,0,290,2,4.9,4.385,1.865,1.26,2.6,300.0,Aston Martin Vantage 2021 V8 A/T,51500.0,5,5
2972,5.0,8,1,84.0,11.7,2,438,520.0,0,220,5,5.5,5.207,1.874,1.476,3.091,368.0,Lexus LS 2021 600h Titanium (LWB),51500.0,5,5
2973,4.0,8,1,80.0,10.1,0,469,700.0,0,250,5,4.6,5.271,1.905,1.498,3.165,530.0,Mercedes-Benz S-Class 2021 S 560 4MATIC,51800.0,5,5
2974,2.9,6,1,75.0,8.3,0,440,550.0,0,286,5,4.4,5.049,1.99,1.428,2.95,520.0,Porsche Panamera Sport Turismo 2021 4S,51800.0,5,5
2976,5.0,8,1,104.0,12.8,0,520,625.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L SC Vogue (525 PS),52000.0,5,5
2977,5.0,8,1,104.0,12.8,0,520,625.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L SC Vogue (525 PS),52000.0,5,5
2978,5.0,8,1,104.0,12.8,0,520,625.0,0,250,5,5.3,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 5.0L SC V8 Autobiography Dynamic (525 PS),52400.0,5,5
2979,4.7,8,2,80.0,12.9,0,430,490.0,1,305,2,4.8,4.385,1.866,1.26,2.601,300.0,Aston Martin Vantage 2021 N430 M/T,52500.0,5,5
2980,4.4,8,1,70.0,9.5,0,450,650.0,0,250,4,4.5,4.894,1.894,1.365,2.855,300.0,BMW 6 Series Convertible 2021 650i xDrive,52500.0,5,5
2981,4.0,8,2,65.0,9.4,0,476,630.0,0,302,2,4.0,4.544,1.939,1.259,2.63,165.0,Mercedes-Benz AMG GT Roadster 2021 4.0L BiTurbo,52500.0,5,5
2982,3.0,6,2,64.0,8.4,0,450,550.0,0,308,2,3.8,4.528,1.852,1.291,2.45,125.0,Porsche 911 2021 Carrera GTS Cabriolet,53000.0,5,5
2983,4.7,8,2,75.0,14.5,0,460,520.0,0,288,4,5.0,4.881,2.056,1.353,2.942,173.0,Maserati GranCabrio 2021 4.7L V8 Sport,53500.0,5,5
2984,4.0,8,1,65.0,9.5,0,605,750.0,0,305,5,3.7,5.012,2.139,1.419,2.915,535.0,Audi RS7 2021 4.0 TFSI Performance,53600.0,5,5
2985,5.0,8,1,70.0,11.3,0,550,680.0,0,300,2,4.1,4.482,1.923,1.308,2.622,207.0,Jaguar F-Type Convertible 2021 5.0L V8  R AWD (550 PS),53700.0,5,5
2986,4.7,8,2,80.0,12.9,0,430,490.0,0,305,2,4.8,4.385,1.866,1.26,2.601,300.0,Aston Martin Vantage 2021 N430 A/T,54000.0,5,5
2987,4.7,8,2,80.0,12.9,0,430,490.0,1,305,2,4.9,4.382,1.866,1.26,2.601,300.0,Aston Martin Vantage 2021 V8 S M/T,54000.0,5,5
2988,4.7,8,2,80.0,12.9,0,430,490.0,1,305,2,4.9,4.382,1.866,1.26,2.601,300.0,Aston Martin Vantage 2021 V8 S M/T,54000.0,5,5
2989,3.0,6,1,75.0,8.3,0,435,550.0,0,289,4,4.5,5.199,1.937,1.428,3.1,500.0,Porsche Panamera 2021 4S Executive,54200.0,5,5
2990,4.7,8,2,80.0,13.7,0,420,470.0,1,290,2,4.9,4.382,1.866,1.26,2.601,144.0,Aston Martin Vantage Roadster 2021 V8 M/T,54500.0,5,5
2991,5.0,8,1,104.0,12.8,0,520,625.0,0,225,5,5.4,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 5.0L SC Vogue LWB (525 PS),54600.0,5,5
2992,4.7,8,2,80.0,12.9,0,430,490.0,0,305,2,4.8,4.382,2.022,1.26,2.601,300.0,Aston Martin Vantage 2021 S 4.7L V8,55000.0,5,5
2993,0.0,8,2,73.0,10.3,0,5050,685.0,0,305,2,3.8,4.465,1.942,1.273,2.704,300.0,Aston Martin Vantage Roadster 2021 4.0T V8,55500.0,5,5
2994,4.4,8,1,68.0,10.5,0,600,750.0,0,250,5,3.4,4.966,1.903,1.473,2.982,530.0,BMW M5 Sedan 2021 4.4T (600 HP),55500.0,5,5
2995,3.8,6,2,64.0,12.4,0,475,440.0,1,315,2,3.5,4.545,1.852,1.269,2.457,125.0,Porsche 911 2021 GT3,55900.0,5,5
2996,5.0,8,1,104.0,12.8,0,525,625.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L V8 Vogue SE (525 PS),56400.0,5,5
2997,4.7,8,2,80.0,12.9,0,430,490.0,1,305,2,4.8,4.385,1.866,1.26,2.601,300.0,Aston Martin Vantage Roadster 2021 N430 M/T,56500.0,5,5
2998,5.0,8,1,100.0,12.3,0,585,760.0,0,250,7,4.6,5.13,2.141,1.85,3.075,680.0,Mercedes-Benz GLS 63 AMG 2021 5.0L 4MATIC,53800.0,5,5
3000,4.0,8,1,82.0,12.3,0,605,700.0,0,250,5,3.8,5.147,2.111,1.458,2.994,520.0,Audi S8 2021 Plus 4.0 TFSI quattro (605 HP),57900.0,5,5
3001,5.5,8,2,75.0,10.1,0,585,900.0,0,250,2,4.1,4.617,2.099,1.315,2.585,504.0,Mercedes-Benz SL 63 AMG 2021 5.5L,57900.0,5,5
3002,4.7,8,2,80.0,12.9,0,430,490.0,0,305,2,4.9,4.382,1.866,1.26,2.601,144.0,Aston Martin Vantage Roadster 2021 V8 S M/T,58000.0,5,5
3003,4.7,8,2,80.0,12.9,0,430,490.0,0,305,2,4.9,4.382,1.866,1.26,2.601,144.0,Aston Martin Vantage Roadster 2021 V8 S M/T,58000.0,5,5
3004,4.7,8,2,80.0,12.9,0,430,490.0,0,305,2,4.8,4.385,1.866,1.26,2.601,300.0,Aston Martin Vantage Roadster 2021 N430 A/T,58200.0,5,5
3005,5.0,8,1,104.0,12.8,0,575,700.0,0,280,5,4.5,4.879,2.073,1.802,2.923,780.0,Land Rover Range Rover Sport 2021 5.0L V8 SVR (575 PS),58400.0,5,5
3006,6.3,12,1,82.0,11.3,0,500,625.0,0,250,5,4.6,5.265,2.111,1.471,3.122,520.0,Audi A8 2021 W12 6.3 FSI quattro (500 HP),58500.0,5,5
3007,3.8,8,2,80.0,10.7,0,530,710.0,0,310,5,4.7,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.8T V8 GTS GranSport,58500.0,5,5
3010,5.0,8,1,104.0,12.8,0,525,625.0,0,225,5,5.4,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 5.0L V8 Vogue SE LWB (525 PS),58700.0,5,5
3011,4.0,8,1,80.0,8.3,0,469,700.0,0,250,4,4.6,5.027,1.899,1.411,2.945,400.0,Mercedes-Benz S-Class Coupe 2021 S 560 4MATIC,58900.0,5,5
3012,5.0,8,1,70.0,11.3,0,572,700.0,0,322,2,3.7,4.482,1.923,1.311,2.622,407.0,Jaguar F-Type Coupe 2021 5.0L SVR AWD (575 PS),59000.0,5,5
3013,4.7,8,2,80.0,12.9,0,430,490.0,0,305,2,4.9,4.382,1.866,1.26,2.601,144.0,Aston Martin Vantage Roadster 2021 V8 S A/T,59000.0,5,5
3015,3.8,8,2,80.0,10.7,0,530,710.0,0,310,5,4.7,5.262,1.948,1.481,3.171,530.0,Maserati Quattroporte 2021 3.8T V8 GTS GranLusso,60000.0,5,5
3016,5.0,8,2,82.0,11.1,0,550,680.0,0,280,5,4.6,5.13,1.899,1.46,3.032,520.0,Jaguar XJ 2021 5.0 V8 SC R SWB,60900.0,5,5
3017,5.0,8,2,82.0,11.1,0,550,680.0,0,280,5,4.6,5.255,1.899,1.46,3.157,520.0,Jaguar XJ 2021 5.0 V8 SC R LWB,60900.0,5,5
3018,3.8,6,1,68.0,9.7,0,520,660.0,1,315,4,3.4,4.506,1.88,1.296,2.45,115.0,Porsche 911 2021 Turbo,61300.0,5,5
3019,3.8,6,1,68.0,9.7,0,520,660.0,1,315,4,3.4,4.506,1.88,1.296,2.45,115.0,Porsche 911 2021 Turbo,61300.0,5,5
3020,4.7,8,2,90.0,15.5,0,460,520.0,0,303,4,4.5,4.993,2.044,1.343,2.938,320.0,Maserati GranTurismo 2021 Sport MC Stradale,61500.0,5,5
3021,5.0,8,2,80.0,11.1,0,505,625.0,0,250,5,4.9,5.255,1.899,1.46,3.175,520.0,Jaguar XJ 2021 5.0L SC Autobiography LWB (510 PS),61700.0,5,5
3022,5.0,8,1,70.0,11.3,0,572,700.0,0,314,2,3.7,4.482,1.923,1.308,2.622,207.0,Jaguar F-Type Convertible 2021 5.0L SVR AWD (575 PS),62400.0,5,5
3023,4.7,8,2,80.0,9.1,0,455,700.0,0,250,4,4.6,5.027,1.899,1.417,2.945,350.0,Mercedes-Benz S Class Cabriolet 2021 S 500 Cabriolet,62900.0,5,5
3024,5.2,10,1,80.0,13.8,0,540,540.0,0,318,2,3.6,4.427,2.037,1.244,2.649,113.0,Audi R8 Spyder 2021 5.2L V10,63100.0,5,5
3025,5.0,8,1,104.0,12.8,0,525,625.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L V8 Autobiography (525 PS),63900.0,5,5
3026,4.0,8,2,65.0,11.4,0,557,680.0,0,316,2,3.7,4.544,1.939,1.259,2.63,165.0,Mercedes-Benz AMG GT Roadster 2021 4.0L BiTurbo GT C,65100.0,5,5
3029,6.0,12,2,80.0,11.3,0,530,830.0,0,250,4,4.6,5.246,1.899,1.496,3.165,510.0,Mercedes-Benz S-Class 2021 S 600,65300.0,5,5
3030,3.8,6,1,68.0,9.9,0,520,660.0,0,315,4,3.5,4.506,1.88,1.292,2.45,115.0,Porsche 911 2021 Turbo Cabriolet,65500.0,5,5
3031,5.0,8,1,104.0,12.8,0,525,625.0,0,250,4,5.4,5.2,2.073,1.868,3.12,639.0,Land Rover Range Rover 2021 5.0L V8 Autobiography LWB (525 PS),65900.0,5,5
3032,4.0,8,1,80.0,8.9,0,612,900.0,0,250,5,3.5,5.295,1.905,1.499,3.165,530.0,Mercedes-Benz S 63 AMG 2021 4.0L 4MATIC+,65900.0,5,5
3033,4.4,8,2,80.0,9.9,0,560,680.0,0,250,4,4.2,4.898,1.899,1.374,2.851,460.0,BMW M6 Coupe 2021 4.4T,66000.0,5,5
3034,4.4,8,2,80.0,10.3,0,560,680.0,0,250,4,4.3,4.898,1.899,1.368,2.851,300.0,BMW M6 Convertible 2021 4.4T,70000.0,5,5
3035,4.4,8,2,80.0,10.3,0,560,680.0,0,250,4,4.3,4.898,1.899,1.368,2.851,300.0,BMW M6 Convertible 2021 4.4T,70000.0,5,5
3036,4.4,8,2,80.0,9.9,0,560,680.0,0,250,4,4.2,5.011,2.106,1.393,2.964,460.0,BMW M6 Gran Coupe 2021 4.4T,70000.0,5,5
3037,4.0,8,1,90.0,9.4,0,550,770.0,0,306,4,3.8,5.049,1.937,1.423,2.95,500.0,Porsche Panamera 2021 Turbo,71600.0,5,5
3038,4.0,8,1,90.0,9.5,0,550,770.0,0,304,5,3.8,5.049,1.99,1.428,2.95,520.0,Porsche Panamera Sport Turismo 2021 Turbo,72400.0,5,5
3039,3.8,6,1,68.0,9.7,0,560,700.0,0,318,4,3.0,4.506,1.88,1.296,2.45,115.0,Porsche 911 2021 Turbo S,72800.0,5,5
3040,6.0,12,2,80.0,12.9,0,544,750.0,0,250,5,4.6,5.219,2.142,1.481,3.21,500.0,BMW 7 Series 2021 760Li,75000.0,5,5
3041,6.6,12,1,78.0,12.8,0,585,850.0,0,250,5,3.8,5.238,1.902,1.479,3.21,515.0,BMW 7 Series 2021 M760Li xDrive,75000.0,5,5
3043,4.0,8,1,90.0,9.5,0,550,770.0,0,306,4,3.9,5.199,1.937,1.432,3.1,500.0,Porsche Panamera 2021 Turbo Executive,75300.0,5,5
3044,3.8,6,1,68.0,9.9,0,560,700.0,1,318,4,3.2,4.506,1.88,1.292,2.45,115.0,Porsche 911 2021 Turbo S Cabriolet,77000.0,5,5
3045,5.0,8,1,104.0,13.8,0,560,700.0,0,225,5,5.4,5.0,2.073,1.869,2.922,639.0,Land Rover Range Rover 2021 5.0L SC SV Autobiography Dynamic (565 PS),77000.0,5,5
3047,6.0,12,2,80.0,14.8,0,630,1000.0,0,250,4,4.7,5.462,1.93,1.498,3.365,500.0,Mercedes-Benz Maybach 2021 S 650,79000.0,5,5
3048,3.8,8,2,72.0,10.7,0,562,600.0,0,328,2,3.4,4.53,2.095,1.201,2.67,370.0,McLaren 570 GT 2021 3.8T Coupe,79000.0,5,5
3049,3.8,8,2,72.0,10.7,0,562,600.0,0,328,2,3.4,4.53,2.095,1.201,2.67,370.0,McLaren 570 GT 2021 3.8T Coupe,79000.0,5,5
3050,4.0,8,2,80.0,10.1,0,612,900.0,0,250,4,3.5,5.051,1.899,1.417,2.945,350.0,Mercedes-Benz S Class Cabriolet 2021 S63 4MATIC+,79900.0,5,5
3051,4.0,8,1,90.0,10.9,0,542,770.0,0,301,4,4.5,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 V8,80000.0,5,5
3052,6.0,8,1,90.0,10.6,0,500,660.0,0,303,4,4.8,4.806,2.227,1.404,2.746,358.0,Bentley Continental GT 2021 V8,80000.0,5,5
3053,6.0,12,2,75.0,11.9,0,630,1000.0,0,250,2,4.0,4.617,2.099,1.315,2.585,504.0,Mercedes-Benz SL 65 AMG 2021 6.0L,81200.0,5,5
3054,5.9,12,2,80.0,14.7,0,565,620.0,0,328,2,3.9,4.385,2.022,1.25,2.6,300.0,Aston Martin Vantage 2021 S 6.0L V12,84000.0,5,5
3055,4.0,8,1,80.0,3.3,2,680,850.0,0,310,4,3.4,5.049,1.937,1.423,2.95,405.0,Porsche Panamera 2021 Turbo S E-Hybrid,84300.0,5,5
3056,3.9,8,2,78.0,10.5,0,560,755.0,0,315,2,3.6,4.57,1.91,1.322,2.67,241.0,Ferrari California T 2021 3.9T V8,85000.0,5,5
3058,4.0,8,1,80.0,2.9,0,680,850.0,0,310,4,3.5,5.199,1.937,1.432,3.1,405.0,Porsche Panamera 2021 Turbo S E-Hybrid Executive,87900.0,5,5
3059,5.9,12,2,80.0,14.7,0,565,620.0,0,330,2,4.1,4.385,2.022,1.26,2.6,144.0,Aston Martin Vantage Roadster 2021 S 6.0L V12,89000.0,5,5
3060,6.0,8,1,90.0,10.6,0,521,680.0,0,309,4,4.5,4.806,2.227,1.404,2.746,358.0,Bentley Continental GT 2021 V8 S,89000.0,5,5
3061,6.0,8,1,90.0,10.9,0,521,680.0,0,308,4,4.7,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 V8 S,90000.0,5,5
3062,6.0,8,1,90.0,10.9,0,521,680.0,0,308,4,4.7,4.806,2.227,1.403,2.746,260.0,Bentley Continental GT Convertible 2021 V8 S,90000.0,5,5
3064,5.9,12,2,90.5,12.9,0,590,630.0,0,330,4,4.4,5.019,1.929,1.35,2.989,400.0,Aston Martin Rapide AMR 2021 6.0L V12 ,91500.0,5,5
3065,6.0,12,2,80.0,11.9,0,630,1000.0,0,250,5,4.3,5.295,1.905,1.499,3.165,530.0,Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP),92800.0,5,5
